Run_ID,Instellation (W/m^2),Spectral_Type,R_Planet (m),M_Planet (kg),P_Surface (Pa),P_CO2 (Pa),P_H2O (Pa),Albedo,Recirculation_Factor,Rainout,Relative Humidity,August Roche Magnus,Cloud Cover,Cloud Destruction,Moist Convection,Surface_Temp (K),Status
run_36,214.05362283900297,G2,6371000,5.972e+24,142094.0567293603,41094.0567293603,1000,0.05,0.25,True,0.77,True,0.6,True,True,209.772,Success
run_38,344.47998961074876,G2,6371000,5.972e+24,104801.39071084814,3801.3907108481367,1000,0.05,0.25,True,0.77,True,0.6,True,True,228.289,Success
run_39,176.69041617942696,G2,6371000,5.972e+24,101010.56696927489,10.566969274888622,1000,0.05,0.25,True,0.77,True,0.6,True,True,191.097,Success
run_37,1244.3261840529713,G2,6371000,5.972e+24,637810.6265557449,536810.6265557449,1000,0.05,0.25,True,0.77,True,0.6,True,True,363.355,Success
run_40,770.3001988676227,G2,6371000,5.972e+24,170379.50273190666,69379.50273190666,1000,0.05,0.25,True,0.77,True,0.6,True,True,282.229,Success
run_44,1179.1081200985234,G2,6371000,5.972e+24,103949.88585762915,2949.885857629154,1000,0.05,0.25,True,0.77,True,0.6,True,True,288.416,Success
run_43,659.8555203836975,G2,6371000,5.972e+24,101004.4350909981,4.4350909981013125,1000,0.05,0.25,True,0.77,True,0.6,True,True,251.749,Success
run_42,1660.029592901412,G2,6371000,5.972e+24,195680.3965081789,94680.39650817892,1000,0.05,0.25,True,0.77,True,0.6,True,True,355.209,Success
run_46,194.05824170603188,G2,6371000,5.972e+24,491771.9948939824,390771.9948939824,1000,0.05,0.25,True,0.77,True,0.6,True,True,216.302,Success
run_45,2003.6975640097626,G2,6371000,5.972e+24,101001.53257130204,1.5325713020466922,1000,0.05,0.25,True,0.77,True,0.6,True,True,355.627,Success
run_47,854.3019545299616,G2,6371000,5.972e+24,226953.86544537544,125953.86544537544,1000,0.05,0.25,True,0.77,True,0.6,True,True,294.27,Success
run_48,1380.0128357897406,G2,6371000,5.972e+24,145388.99918366864,44388.999183668624,1000,0.05,0.25,True,0.77,True,0.6,True,True,336.315,Success
